Date,Open,Close,Open,Close
2000-05-01,7.708333492279053,7.666666507720947,16.25,16.875
2000-05-02,7.666666507720947,7.369791507720947,16.625,16.625
2000-05-03,7.322916507720947,7.25,16.375,15.5625
2000-05-04,7.234375,7.338541507720947,15.5,15.375
2000-05-05,7.307291507720947,7.677083492279053,15.375,16.3125
2000-05-08,7.479166507720947,7.395833492279053,16.3125,16.0
2000-05-09,7.520833492279053,7.291666507720947,16.0,15.4375
2000-05-10,7.21875,6.572916507720947,15.375,15.3125
2000-05-11,6.666666507720947,6.854166507720947,15.5625,15.625
2000-05-12,7.041666507720947,6.645833492279053,15.5,15.5625
2000-05-15,6.614583492279053,7.104166507720947,15.375,16.5625
2000-05-16,7.416666507720947,7.833333492279053,16.5625,16.8125
2000-05-17,8.25,9.208333015441895,16.875,16.875
2000-05-18,9.260416984558105,8.583333015441895,16.75,16.5
2000-05-19,8.333333015441895,8.510416984558105,16.4375,16.4375
2000-05-22,8.416666984558105,9.0625,16.5,16.5
2000-05-23,8.833333015441895,8.989583015441895,16.5,16.4375
2000-05-24,8.979166984558105,8.875,16.1875,16.0625
2000-05-25,9.005208015441895,8.75,16.3125,16.0625
2000-05-26,8.794266700744629,8.794266700744629,16.0,16.0
2000-05-30,9.03125,9.15625,16.0,16.4375
2000-05-31,9.125,9.510416984558105,16.4375,16.0
2000-06-01,9.791666984558105,9.776041984558105,16.0,16.125
2000-06-02,9.979166984558105,10.963541984558105,16.0,16.375
2000-06-05,10.947916984558105,11.199216842651367,16.25,16.125
2000-06-06,11.239583015441895,10.640625,16.125,16.25
2000-06-07,10.5625,10.166666984558105,17.5,17.5
2000-06-08,10.427083015441895,10.244791984558105,17.75,17.375
2000-06-09,10.4375,10.536458015441895,17.375,17.5
2000-06-12,10.583333015441895,10.255208015441895,17.25,17.0
2000-06-13,9.96875,10.578125,17.25,17.375
2000-06-14,10.776041984558105,10.567708015441895,17.125,17.0
2000-06-15,10.536458015441895,10.84375,17.125,16.9375
2000-06-16,10.804683685302734,12.479166984558105,16.9375,17.0
2000-06-19,12.447916984558105,13.260416984558105,17.0,16.75
2000-06-20,13.489583015441895,13.083333015441895,16.875,16.125
2000-06-21,12.880208015441895,14.411458015441895,16.0625,16.5
2000-06-22,14.348958015441895,13.625,16.625,16.625
2000-06-23,13.260416984558105,12.338541984558105,16.625,16.625
2000-06-26,12.583333015441895,13.828125,16.5,16.875
2000-06-27,13.708333015441895,11.875,16.8125,16.8125
2000-06-28,12.125,11.416666984558105,16.75,16.1875
2000-06-29,11.21875,9.770833015441895,16.1875,16.125
2000-06-30,10.229166984558105,10.59375,16.0,16.3125
2000-07-03,10.666666984558105,10.1875,16.75,16.8125
2000-07-05,10.145833015441895,9.09375,16.9375,17.0
2000-07-06,9.104166984558105,9.645833015441895,17.125,17.4375
2000-07-07,10.0,9.697916984558105,17.4375,17.875
2000-07-10,9.53125,10.197916984558105,17.875,17.75
2000-07-11,10.0625,11.020833015441895,17.5,17.875
2000-07-12,11.479166984558105,11.333333015441895,17.8125,17.875
2000-07-13,11.572916984558105,12.395833015441895,17.625,17.5625
2000-07-14,12.645833015441895,12.302083015441895,17.4375,17.5625
2000-07-17,12.489583015441895,12.166666984558105,17.625,17.5625
2000-07-18,11.5,11.927083015441895,17.5,17.625
2000-07-19,11.5,11.166666984558105,17.5,17.375
2000-07-20,11.15625,11.46875,17.375,17.75
2000-07-21,11.5,11.614583015441895,17.6875,17.125
2000-07-24,11.625,10.625,17.125,17.25
2000-07-25,10.791666984558105,10.229166984558105,17.375,17.3125
2000-07-26,10.229166984558105,9.46875,17.0625,17.9375
2000-07-27,9.166666984558105,8.791666984558105,17.6875,17.375
2000-07-28,8.833333015441895,9.0,17.25,17.3125
2000-07-31,9.5,10.0,17.25,17.75
2000-08-01,10.0,9.802083015441895,17.875,18.0
2000-08-02,9.666666984558105,10.0,17.875,18.4375
2000-08-03,9.0,10.4375,18.25,18.0625
2000-08-04,10.6875,10.625,18.0625,18.4375
2000-08-07,10.697916984558105,11.458333015441895,18.375,17.5
