Date,Open,Close,Open,Close
2000-05-01,46.625,44.125,7.239999771118164,7.360000133514404
2000-05-02,43.625,42.3125,7.28000020980835,7.239999771118164
2000-05-03,42.125,39.0,7.28000020980835,7.28000020980835
2000-05-04,39.9375,38.375,7.28000020980835,7.400000095367432
2000-05-05,39.0625,40.0,7.440000057220459,7.400000095367432
2000-05-08,39.3125,36.1875,7.320000171661377,7.28000020980835
2000-05-09,38.125,33.4375,7.320000171661377,7.28000020980835
2000-05-10,32.8125,32.4375,7.199999809265137,7.199999809265137
2000-05-11,33.5,32.75,7.239999771118164,7.239999771118164
2000-05-12,33.96870040893555,33.375,7.199999809265137,7.239999771118164
2000-05-15,34.375,34.1875,7.320000171661377,7.480000019073486
2000-05-16,36.125,35.0,7.559999942779541,7.559999942779541
2000-05-17,34.0,34.3125,7.519999980926514,7.559999942779541
2000-05-18,35.0,33.625,7.559999942779541,8.0
2000-05-19,33.25,30.375,8.0,8.039999961853027
2000-05-22,30.625,29.4375,8.039999961853027,8.039999961853027
2000-05-23,28.3125,26.4375,8.0,7.559999942779541
2000-05-24,26.25,27.125,7.480000019073486,8.039999961853027
2000-05-25,27.75,27.625,8.039999961853027,8.15999984741211
2000-05-26,28.218700408935547,27.875,8.199999809265137,8.15999984741211
2000-05-30,29.0,32.0625,8.119999885559082,8.199999809265137
2000-05-31,31.85930061340332,32.125,8.15999984741211,8.0
2000-06-01,33.625,36.0625,7.599999904632568,8.119999885559082
2000-06-02,39.75,40.5625,8.199999809265137,8.079999923706055
2000-06-05,40.25,38.9375,8.039999961853027,7.599999904632568
2000-06-06,38.59370040893555,37.1875,7.559999942779541,7.519999980926514
2000-06-07,37.875,38.8125,7.400000095367432,7.519999980926514
2000-06-08,39.0,39.9375,7.440000057220459,7.559999942779541
2000-06-09,41.8125,41.6875,8.0,8.079999923706055
2000-06-12,42.5625,39.6875,8.15999984741211,8.0
2000-06-13,39.625,40.4375,7.599999904632568,7.320000171661377
2000-06-14,40.84370040893555,38.625,7.320000171661377,7.360000133514404
2000-06-15,39.0625,38.1875,7.400000095367432,7.28000020980835
2000-06-16,38.4375,39.5625,7.360000133514404,7.400000095367432
2000-06-19,39.5,44.0,7.480000019073486,7.480000019073486
2000-06-20,44.5,42.9375,7.400000095367432,7.320000171661377
2000-06-21,42.0625,43.48429870605469,7.28000020980835,7.159999847412109
2000-06-22,43.375,42.0,7.119999885559082,6.559999942779541
2000-06-23,42.46870040893555,40.625,7.0,6.360000133514404
2000-06-26,41.25,40.25,6.440000057220459,6.440000057220459
2000-06-27,40.1875,38.75,6.440000057220459,6.480000019073486
2000-06-28,39.625,40.1875,6.559999942779541,7.0
2000-06-29,39.625,37.625,7.0,7.28000020980835
2000-06-30,38.75,37.5,7.239999771118164,7.090000152587891
2000-07-03,37.75,39.1875,7.079999923706055,7.119999885559082
2000-07-05,37.0625,32.375,7.079999923706055,7.0
2000-07-06,33.4375,35.125,7.0,7.119999885559082
2000-07-07,37.125,36.625,7.039999961853027,7.0
2000-07-10,36.5625,36.875,7.039999961853027,7.079999923706055
2000-07-11,37.0,35.625,7.079999923706055,7.119999885559082
2000-07-12,37.0,36.0,7.039999961853027,7.119999885559082
2000-07-13,36.875,36.25,7.079999923706055,7.199999809265137
2000-07-14,37.0,37.9375,7.119999885559082,7.360000133514404
2000-07-17,37.96870040893555,39.625,7.28000020980835,7.079999923706055
2000-07-18,39.0625,35.375,7.159999847412109,7.079999923706055
2000-07-19,35.125,31.25,7.159999847412109,7.320000171661377
2000-07-20,32.125,28.9375,7.320000171661377,7.519999980926514
2000-07-21,28.875,26.25,7.519999980926514,7.400000095367432
2000-07-24,27.4375,28.0625,7.320000171661377,7.239999771118164
2000-07-25,29.375,29.75,7.239999771118164,7.239999771118164
2000-07-26,29.6875,28.75,7.199999809265137,7.159999847412109
2000-07-27,27.3125,27.125,7.159999847412109,7.199999809265137
2000-07-28,27.75,28.0,7.239999771118164,7.0
2000-07-31,29.3125,29.25,6.599999904632568,7.159999847412109
2000-08-01,29.5625,27.60930061340332,7.159999847412109,7.360000133514404
2000-08-02,27.6875,27.625,7.360000133514404,7.360000133514404
2000-08-03,25.0625,23.0,7.320000171661377,7.239999771118164
2000-08-04,23.9375,23.75,7.320000171661377,7.320000171661377
2000-08-07,23.625,23.10930061340332,7.360000133514404,7.28000020980835
2000-08-08,23.0,22.75,7.199999809265137,6.599999904632568
2000-08-09,23.5,23.1875,6.599999904632568,7.0
2000-08-10,22.9375,21.625,7.0,6.599999904632568
2000-08-11,21.125,21.9375,6.599999904632568,7.0
2000-08-14,22.25,23.9375,7.079999923706055,7.039999961853027
2000-08-15,24.5,26.0,7.0,6.599999904632568
2000-08-16,26.9375,26.625,6.599999904632568,6.599999904632568
2000-08-17,26.593700408935547,27.875,7.0,6.559999942779541
2000-08-18,28.4375,29.3125,6.559999942779541,6.559999942779541
2000-08-21,29.75,28.5625,6.599999904632568,6.559999942779541
2000-08-22,28.75,27.75,6.559999942779541,6.559999942779541
2000-08-23,27.5,30.25,6.559999942779541,7.0
2000-08-24,30.8125,29.625,7.079999923706055,7.079999923706055
2000-08-25,29.5,29.8125,7.079999923706055,7.079999923706055
2000-08-28,30.0,30.25,7.159999847412109,7.079999923706055
2000-08-29,30.593700408935547,31.625,7.119999885559082,7.119999885559082
2000-08-30,31.5,29.375,7.199999809265137,7.079999923706055
2000-08-31,29.625,30.125,7.0,6.519999980926514
2000-09-01,30.6875,31.125,6.480000019073486,6.480000019073486
2000-09-05,31.0625,29.0625,6.480000019073486,6.360000133514404
2000-09-06,28.0,27.125,6.320000171661377,7.239999771118164
2000-09-07,27.125,28.625,7.239999771118164,7.0
2000-09-08,27.8125,26.875,7.079999923706055,7.039999961853027
2000-09-11,26.9375,26.0,7.079999923706055,6.519999980926514
2000-09-12,25.75,24.875,6.519999980926514,6.400000095367432
2000-09-13,24.125,25.25,6.480000019073486,7.0
2000-09-14,26.3125,25.0,7.079999923706055,7.159999847412109
2000-09-15,24.625,23.9375,7.079999923706055,7.079999923706055
2000-09-18,24.5,23.5625,7.039999961853027,7.0
2000-09-19,24.1875,25.625,7.0,7.0
2000-09-20,25.8125,25.625,7.039999961853027,7.039999961853027
2000-09-21,25.4375,23.9375,7.0,7.199999809265137
2000-09-22,21.9375,23.3125,7.119999885559082,7.119999885559082
2000-09-25,24.0,21.625,7.079999923706055,7.039999961853027
2000-09-26,23.5,22.25,7.079999923706055,7.039999961853027
2000-09-27,23.0,22.3125,7.0,7.0
2000-09-28,22.0,21.9375,7.0,7.039999961853027
2000-09-29,21.6875,20.9375,7.079999923706055,6.559999942779541
2000-10-02,21.625,22.75,6.559999942779541,6.480000019073486
2000-10-03,22.875,22.0625,6.480000019073486,6.360000133514404
2000-10-04,22.125,23.6875,6.400000095367432,6.360000133514404
