Date,Open,Close,Open,Close,,,
2/1/2018,46.380001,46.849998,235.779999,235.639999,,,
3/1/2018,45.470001,45.259998,235.070007,235.630005,,,
4/1/2018,43.52,44.43,237,238.710007,,,
5/1/2018,44.43,44.740002,238.649994,240.570007,,,
8/1/2018,44.27,44.740002,239.380005,239.789993,,,
9/1/2018,44.700001,43.619999,239.600006,241.279999,,,
10/1/2018,43.330002,42.5,241,241.139999,,,
11/1/2018,42.799999,43.41,240.740005,242.309998,,,
12/1/2018,43.450001,43.240002,243.070007,244.470001,,,
16/1/2018,43.549999,43.139999,245.300003,244.740005,,,
17/1/2018,43.549999,44.389999,246.850006,248.110001,,,
18/1/2018,44.400002,44.48,248.130005,245.910004,,,
19/1/2018,44.619999,44.82,246.630005,248.179993,,,
22/1/2018,44.799999,45.75,247.130005,247.300003,,,
23/1/2018,45.810001,46.060001,246.910004,246.309998,,,
24/1/2018,45.900002,45.509998,247.990005,247.690002,,,
25/1/2018,45.880001,45.299999,250,252.360001,,,
26/1/2018,48.380001,50.080002,253.429993,258.630005,,,
29/1/2018,49.599998,49.98,258.51001,256.01001,,,
30/1/2018,49.48,48.790001,255.600006,251.539993,,,
31/1/2018,49.23,48.139999,251.490005,250.5,,,
1/2/2018,47.700001,47.650002,247.440002,247.940002,,,
2/2/2018,47.32,46.150002,246.429993,245.169998,,,
5/2/2018,46.349998,44.52,243.5,231.440002,,,
6/2/2018,44.02,44.91,227.509995,233.630005,,,
7/2/2018,44.580002,45.200001,233.190002,233.190002,,,
8/2/2018,45.279999,42.75,233.160004,222.889999,,,
9/2/2018,43.5,43.950001,224.610001,225.210007,,,
12/2/2018,44.150002,44.830002,227.490005,229.190002,,,
13/2/2018,44.59,44.459999,229.710007,231.360001,,,
14/2/2018,44.07,45.380001,229.449997,232,,,
15/2/2018,45.880001,45.919998,233.309998,234.869995,,,
16/2/2018,45.82,45.560001,234.970001,236.669998,,,
20/2/2018,45.459999,46.32,234.539993,235.070007,,,
21/2/2018,46.669998,45.939999,234.710007,232.179993,,,
22/2/2018,46.139999,45.799999,232.429993,236,,,
23/2/2018,46.34,47.73,236.850006,237.020004,,,
26/2/2018,48.200001,49.110001,239.009995,244.139999,,,
27/2/2018,49.369999,49.91,244.610001,240.779999,,,
28/2/2018,50.18,49.290001,241.639999,235.509995,,,
1/3/2018,49.5,47.84,236.149994,231.339996,,,
2/3/2018,47.200001,48.98,229.75,230.369995,,,
5/3/2018,48.57,49.75,230,232.809998,,,
6/3/2018,50.16,50.709999,234.050003,233.660004,,,
7/3/2018,50.18,51.32,231.220001,235.570007,,,
8/3/2018,51.790001,50.740002,236.350006,236.339996,,,
9/3/2018,51.27,52.189999,238,241.350006,,,
12/3/2018,51.860001,51.52,242.100006,239.800003,,,
13/3/2018,52.52,51.779999,240.899994,237.570007,,,
14/3/2018,52.060001,51.860001,238.800003,234.289993,,,
15/3/2018,52.23,50.880001,235.220001,235.869995,,,
16/3/2018,51.169998,51.169998,235.669998,237.220001,,,
19/3/2018,50.740002,50.830002,236.009995,231.559998,,,
20/3/2018,50.880001,51.549999,232.119995,232.449997,,,
21/3/2018,51.549999,51.560001,233,234.139999,,,
22/3/2018,50.740002,50.830002,232.039993,223.169998,,,
23/3/2018,50.59,49.360001,223.5,215.360001,,,
26/3/2018,50.740002,52.48,217.860001,220.240005,,,
27/3/2018,53.009998,51.189999,221.020004,215.869995,,,
28/3/2018,50.5,49.599998,217.229996,216.539993,,,
29/3/2018,49.98,52.080002,217.789993,219.520004,,,
2/4/2018,51.689999,48.919998,218.050003,212.619995,,,
3/4/2018,49,49.75,213,216.330002,,,
4/4/2018,48.099998,49.990002,212.389999,217.559998,,,
5/4/2018,50.009998,50.380001,218.639999,218.669998,,,
6/4/2018,49.790001,48.790001,217.399994,212.25,,,
9/4/2018,49.16,49.549999,213.75,212.809998,,,
10/4/2018,51.119999,51.27,215.320007,216.979996,,,
11/4/2018,50.990002,51.099998,214.199997,214.330002,,,
12/4/2018,51.490002,52.720001,215.720001,216.419998,,,
13/4/2018,53.060001,51.860001,218.089996,215.520004,,,
16/4/2018,52.290001,52.400002,217.199997,217.699997,,,
17/4/2018,52.91,53.540001,219.149994,220.089996,,,
18/4/2018,53.52,53.610001,220.389999,219.520004,,,
19/4/2018,52.950001,52.220001,218.039993,218.850006,,,
20/4/2018,52.169998,51.529999,218.410004,217.75,,,
23/4/2018,51.689999,51.099998,218.020004,215.880005,,,
24/4/2018,51.869999,51.450001,206.5,201.130005,,,
25/4/2018,51.860001,51.380001,201.100006,198.839996,,,
26/4/2018,52.259998,53.049999,198.679993,197.089996,,,
27/4/2018,55.439999,52.73,196.770004,196.119995,,,
30/4/2018,52.560001,51.619999,196.960007,194.389999,,,
1/5/2018,51.639999,53.330002,194.029999,195.020004,,,
2/5/2018,53.09,52.310001,195.149994,194.5,,,
3/5/2018,51.889999,52.279999,194.520004,195.679993,,,
4/5/2018,51.619999,52.779999,195.070007,199.360001,,,
7/5/2018,52.860001,53.330002,200.059998,200.259995,,,
8/5/2018,53.290001,53.630001,200,201.740005,,,
9/5/2018,53.759998,54.34,202.029999,203.419998,,,
10/5/2018,54.549999,54.98,202.610001,205.029999,,,
11/5/2018,54.619999,54.669998,204.740005,205.160004,,,
14/5/2018,54.77,54.900002,205.669998,205.759995,,,
15/5/2018,54.580002,53.919998,204.960007,202.410004,,,
16/5/2018,54.169998,54.639999,200.520004,200.210007,,,
17/5/2018,54.549999,54.810001,199.270004,200.360001,,,
18/5/2018,54.529999,53.5,200.279999,198.960007,,,
21/5/2018,54.360001,54.32,200.5,201.759995,,,
22/5/2018,54.73,54.450001,201.960007,198.970001,,,
23/5/2018,54,55.209999,197.740005,198.669998,,,
24/5/2018,55.18,54.75,198.830002,199.410004,,,
25/5/2018,54.799999,55.439999,198.330002,199.029999,,,
29/5/2018,55.119999,55.32,198,195.740005,,,
30/5/2018,55.889999,55.68,197.089996,198.679993,,,
31/5/2018,55.669998,55.200001,198.110001,197.229996,,,
1/6/2018,55.84,57.080002,198.75,199.589996,,,
4/6/2018,57.009998,56.830002,200.729996,201.059998,,,
5/6/2018,56.900002,56.529999,201.080002,201.199997,,,
6/6/2018,56.529999,57.029999,201.839996,203.860001,,,
7/6/2018,56.919998,55.880001,204.179993,205.070007,,,
8/6/2018,55.560001,55.049999,204.979996,206.589996,,,
11/6/2018,54.799999,54.52,206.589996,205.119995,,,
12/6/2018,54.869999,54.82,205.669998,204.919998,,,
13/6/2018,54.98,55.029999,205.139999,204.889999,,,
14/6/2018,55.450001,55.540001,205.759995,203.630005,,,
15/6/2018,55.169998,55.110001,202.550003,204.970001,,,
18/6/2018,54.299999,53.220001,202.529999,204.169998,,,
19/6/2018,52.139999,52.93,201.259995,199.389999,,,
20/6/2018,53.189999,53.459999,199.339996,198.080002,,,
21/6/2018,54.380001,52.189999,197.839996,195.520004,,,
22/6/2018,52.619999,52.5,197.389999,196.5,,,
25/6/2018,51.169998,50.709999,195.979996,195.800003,,,
26/6/2018,49.950001,49.669998,196.839996,196.580002,,,
27/6/2018,49.34,48.759998,196.570007,194.919998,,,
28/6/2018,48.580002,49.25,195.5,195.970001,,,
29/6/2018,49.529999,49.709999,196.470001,196.720001,,,
2/7/2018,49.040001,50.200001,195.460007,195.520004,,,
3/7/2018,50.580002,49.470001,196.490005,195.830002,,,
5/7/2018,49.98,50.75,197.070007,197.339996,,,
6/7/2018,50.77,51.369999,197.089996,197.460007,,,
9/7/2018,51.639999,51.860001,198.139999,200.529999,,,
10/7/2018,52.099998,52.16,201,201.479996,,,
