Date,Open,Close,Open,Close
2000-05-01,70.25,65.875,7.75,7.875
2000-05-02,66.0,62.75,7.875,7.9375
2000-05-03,62.25,62.3125,7.9375,8.125
2000-05-04,62.25,61.75,8.125,8.25
2000-05-05,62.0,60.5,8.125,8.8125
2000-05-08,60.75,58.375,8.6875,8.5
2000-05-09,58.625,55.4375,8.4375,8.75
2000-05-10,54.875,53.0,8.625,8.5
2000-05-11,54.5,58.4375,8.5,8.4375
2000-05-12,58.875,60.75,8.4375,8.5625
2000-05-15,61.0,63.125,8.5,8.6875
2000-05-16,63.875,64.625,8.5625,8.5625
2000-05-17,65.9375,65.5,8.5625,8.75
2000-05-18,65.5,64.75,8.625,9.125
2000-05-19,64.8125,60.5625,9.125,9.0
2000-05-22,60.5625,60.625,9.1875,8.9375
2000-05-23,61.9375,58.375,8.8125,8.75
2000-05-24,58.6875,60.3125,8.8125,8.75
2000-05-25,64.0,64.625,8.6875,8.6875
2000-05-26,65.25,64.625,8.5625,8.5625
2000-05-30,69.5,68.75,8.625,8.5625
2000-05-31,70.0,69.9375,8.5625,8.5
2000-06-01,72.0,73.5,8.5,8.5
2000-06-02,80.5625,79.25,8.5,8.9375
2000-06-05,78.5,81.1875,8.875,8.75
2000-06-06,78.5,77.0625,8.6875,9.0
2000-06-07,77.0625,76.75,8.9375,8.625
2000-06-08,79.0,80.75,8.5,8.75
2000-06-09,82.0,80.0,8.75,8.5
2000-06-12,81.0,79.5,8.5,8.625
2000-06-13,78.5625,82.5,8.625,8.5625
2000-06-14,83.5,80.375,8.4375,8.375
2000-06-15,79.5,78.0,8.3125,8.125
2000-06-16,78.0,77.375,8.375,8.5625
2000-06-19,77.375,81.5,8.5625,8.5
2000-06-20,81.0,89.875,8.4375,8.25
2000-06-21,88.5,90.75,8.1875,8.375
2000-06-22,93.0,86.875,8.375,8.375
2000-06-23,85.75,88.5,8.375,8.4375
2000-06-26,89.5625,89.1875,8.4375,8.5
2000-06-27,89.875,90.0,8.625,8.5
2000-06-28,91.75,87.5625,8.5,8.5625
2000-06-29,87.9375,90.8125,8.5,8.625
2000-06-30,90.8125,88.0625,8.5,8.5625
2000-07-03,91.0,90.25,8.625,8.5
2000-07-05,87.3125,83.75,8.5,8.5625
2000-07-06,83.5,86.5,8.625,8.5625
2000-07-07,86.125,89.5,8.5625,8.75
2000-07-10,89.8125,91.0,8.6875,8.9375
2000-07-11,91.25,91.0,9.0,8.8125
2000-07-12,93.25,94.0,8.6875,8.625
2000-07-13,95.0,92.0,8.875,8.625
2000-07-14,94.0,96.5625,8.625,8.6875
2000-07-17,97.0,95.125,8.6875,8.5
2000-07-18,94.375,93.0,8.5625,8.5625
2000-07-19,92.5,88.25,8.875,9.1875
2000-07-20,88.25,88.125,9.0625,8.875
2000-07-21,83.375,82.5,8.875,8.6875
2000-07-24,84.1875,85.0,8.75,8.75
2000-07-25,86.125,86.75,8.875,8.875
2000-07-26,84.0,82.5,8.875,8.875
2000-07-27,82.0625,76.75,8.875,8.875
2000-07-28,77.5625,78.9375,8.6875,8.9375
2000-07-31,81.375,81.5,8.875,8.75
2000-08-01,81.5,79.0625,8.875,8.875
2000-08-02,79.0,80.3125,8.875,8.75
2000-08-03,77.5625,77.5625,8.625,8.5625
2000-08-04,79.5,73.125,8.5,8.75
2000-08-07,74.75,76.125,8.75,8.625
2000-08-08,76.25,76.875,8.6875,8.75
2000-08-09,79.625,81.75,8.75,8.8125
2000-08-10,79.75,75.0,9.0,9.125
2000-08-11,76.5,75.625,9.0625,9.1875
2000-08-14,78.0,80.5,9.3125,9.1875
2000-08-15,81.9375,86.5,9.375,9.1875
2000-08-16,87.5,87.25,9.375,9.3125
2000-08-17,87.0,89.875,9.3125,8.9375
2000-08-18,90.1875,89.125,8.875,9.0
2000-08-21,89.1875,88.5,9.125,9.125
2000-08-22,88.8125,88.0,9.125,9.0
2000-08-23,88.1875,90.75,9.0,9.0
2000-08-24,91.4375,92.5625,9.0,8.9375
2000-08-25,91.75,89.0,9.0,9.0
2000-08-28,89.875,89.3125,9.0625,9.0
2000-08-29,89.125,87.25,9.125,9.0
2000-08-30,87.25,83.6875,9.0625,9.375
2000-08-31,82.9375,81.5,9.25,9.25
2000-09-01,82.75,78.3125,9.25,9.25
2000-09-05,77.875,78.5,9.1875,9.25
2000-09-06,71.25,70.0,9.25,9.25
2000-09-07,70.9375,73.5,9.25,9.5
2000-09-08,71.5,69.0,9.5,9.5625
2000-09-11,68.0625,64.875,9.6875,9.5625
2000-09-12,64.0,63.3125,9.625,9.25
2000-09-13,62.3125,66.4375,9.125,9.0
2000-09-14,67.8125,63.0,9.0,9.0
2000-09-15,61.0,59.25,9.125,9.1875
2000-09-18,61.3125,58.5,9.125,9.0625
2000-09-19,60.25,65.6875,9.0625,9.125
2000-09-20,65.3125,66.4375,9.125,9.0625
2000-09-21,65.5,55.125,9.0,9.125
2000-09-22,53.0,52.75,9.0,9.0625
2000-09-25,53.0,46.75,9.0,9.0
2000-09-26,47.5625,49.625,9.0,9.0625
2000-09-27,51.25,51.625,9.0,8.875
2000-09-28,50.6875,49.5,8.875,9.0
2000-09-29,48.25,46.0,8.9375,9.0
2000-10-02,45.5,42.375,9.0,9.0
2000-10-03,44.0,43.0625,9.0,8.875
2000-10-04,44.4375,46.9375,8.875,8.875
2000-10-05,45.25,41.0,8.875,8.875
2000-10-06,41.375,40.8125,8.9375,8.9375
2000-10-09,41.0625,39.75,8.875,8.625
2000-10-10,38.0625,36.875,8.6875,8.875
2000-10-11,36.0,37.75,8.8125,8.8125
2000-10-12,39.25,35.5625,8.6875,8.8125
2000-10-13,34.8125,36.375,8.8125,8.8125
2000-10-16,36.0,33.6875,8.75,8.9375
2000-10-17,30.125,29.0,8.9375,8.75
2000-10-18,30.0,28.5625,8.6875,8.625
2000-10-19,31.5,34.6875,8.625,8.6875
2000-10-20,34.375,34.875,8.625,8.5
2000-10-23,34.0625,36.3125,8.5,8.625
2000-10-24,34.25,33.5,8.5625,8.125
2000-10-25,31.8125,30.1875,8.1875,7.8125
2000-10-26,31.0,31.625,7.9375,7.6875
2000-10-27,31.375,30.25,7.6875,7.5625
2000-10-30,30.0625,32.6875,7.5625,7.6875
2000-10-31,34.5,34.75,7.6875,7.75
2000-11-01,33.875,35.625,7.75,7.9375
2000-11-02,36.0625,35.3125,8.0625,7.75
2000-11-03,36.25,35.75,7.875,7.8125
2000-11-06,36.6875,34.09370040893555,7.8125,7.8125
2000-11-07,36.0,35.9375,7.9375,7.8125
2000-11-08,36.0,34.625,7.875,7.8125
2000-11-09,33.375,32.5625,7.875,7.9375
2000-11-10,31.3125,30.125,7.875,8.0
2000-11-13,29.375,32.375,7.875,8.0625
2000-11-14,33.25,33.375,8.0,8.0
2000-11-15,34.9375,35.0,8.0,8.0
2000-11-16,33.625,33.125,8.0,8.125
2000-11-17,33.375,33.75,8.1875,8.25
2000-11-20,33.0,35.5,8.125,8.25
2000-11-21,35.75,34.5,8.1875,8.3125
2000-11-22,37.0,35.9375,8.3125,8.1875
2000-11-24,37.875,40.875,8.1875,8.25
2000-11-27,41.5,37.125,8.125,8.1875
2000-11-28,37.125,33.5,8.0,8.0625
2000-11-29,33.5,34.3125,8.0,8.0
2000-11-30,30.5625,31.5,8.0,8.0625
2000-12-01,31.75,30.9375,8.0,8.125
2000-12-04,31.5,31.1875,8.1875,8.125
2000-12-05,31.9375,33.125,8.0625,8.125
2000-12-06,33.5,32.0,8.125,8.1875
2000-12-07,30.0625,30.625,8.125,8.1875
2000-12-08,33.25,34.6875,8.125,8.25
2000-12-11,34.75,37.5,8.125,8.25
2000-12-12,37.375,36.25,8.1875,8.25
2000-12-13,36.5,34.375,8.25,8.3125
2000-12-14,34.8125,34.9375,8.25,8.375
2000-12-15,34.75,35.875,8.375,8.875
2000-12-18,36.375,36.0,8.9375,8.875
2000-12-19,35.0,34.75,8.8125,8.9375
2000-12-20,32.5,29.8125,8.8125,8.8125
2000-12-21,30.0,30.9375,8.6875,8.625
2000-12-22,32.5,34.9375,8.625,9.0
2000-12-26,35.4375,36.0,8.875,8.8125
2000-12-27,35.9375,37.3125,8.6875,8.875
2000-12-28,37.0,35.9375,8.875,8.875
2000-12-29,36.0,35.5,8.875,8.8125
2001-01-02,36.75,35.375,8.75,8.75
2001-01-03,35.125,42.0,8.6875,8.875
2001-01-04,41.9375,39.375,8.875,8.9375
2001-01-05,38.875,36.5,8.9375,8.9375
2001-01-08,36.75,36.9375,8.9375,9.0
2001-01-09,38.375,36.75,9.0,8.9375
2001-01-10,37.1875,38.0,9.0,9.1875
2001-01-11,37.75,41.0,9.0625,9.0
2001-01-12,41.0,41.4375,9.0,9.0
2001-01-16,41.4375,38.9375,9.0,9.0
2001-01-17,40.25,39.25,8.875,8.875
2001-01-18,40.0,44.4375,8.875,8.875
2001-01-19,46.5,46.4375,8.875,8.875
2001-01-22,45.3125,44.5,8.875,8.875
2001-01-23,44.3125,43.25,8.875,9.0
2001-01-24,43.0625,44.875,9.0,9.0
2001-01-25,45.375,43.75,9.0,9.0625
2001-01-26,42.8125,43.9375,9.0,9.0
2001-01-29,43.939998626708984,45.29999923706055,9.100000381469727,9.0
2001-01-30,46.189998626708984,46.849998474121094,9.100000381469727,9.0
2001-01-31,46.849998474121094,45.77000045776367,9.050000190734863,9.0
2001-02-01,45.56999969482422,42.18000030517578,9.0,9.039999961853027
2001-02-02,42.75,41.20000076293945,9.079999923706055,9.149999618530273
2001-02-05,40.099998474121094,38.279998779296875,9.399999618530273,9.279999732971191
2001-02-06,37.97999954223633,39.720001220703125,9.369999885559082,9.329999923706055
2001-02-07,39.099998474121094,38.81999969482422,9.399999618530273,9.270000457763672
2001-02-08,39.599998474121094,39.970001220703125,9.25,9.199999809265137
2001-02-09,39.29999923706055,38.7599983215332,9.199999809265137,9.130000114440918
2001-02-12,39.099998474121094,39.41999816894531,9.180000305175781,9.300000190734863
2001-02-13,40.75,41.5,9.5,9.5
2001-02-14,42.349998474121094,46.5,9.5,9.399999618530273
